user_id,tenure_months,prior_engagement_score,weekly_watch_hours,num_devices,device_type,payment_method,account_type,has_kids_profile,region,promo_eligible,assigned_promo
53,13,0.153,3.5,3,roku,apple_pay,premium,1,northeast,1,1
54,19,0.361,0.7,1,web,gift_card,ad_supported,0,northeast,0,0
55,18,0.838,3.9,2,web,gift_card,student_discount,0,west,1,0
56,2,0.249,1.9,5,smart_tv,apple_pay,student_discount,0,northeast,1,1
57,28,0.454,1.6,5,roku,paypal,student_discount,0,northeast,1,1
58,23,0.441,3.3,4,web,apple_pay,premium,1,northeast,0,0
59,4,0.413,1.4,2,tablet,paypal,student_discount,0,south,1,1
60,4,0.312,2.3,5,web,paypal,premium,0,south,1,1
61,12,0.323,1.1,5,tablet,credit_card,premium,0,south,1,1
62,22,0.74,0.9,1,roku,apple_pay,student_discount,1,midwest,1,1
63,26,0.528,5.3,3,smart_tv,gift_card,ad_supported,1,south,0,0
64,35,0.259,0.6,2,web,credit_card,premium,1,west,1,1
65,4,0.312,4.2,1,smart_tv,apple_pay,ad_supported,0,midwest,0,0
66,12,0.215,1.9,5,roku,paypal,premium,0,northeast,1,1
67,4,0.472,4.1,3,tablet,credit_card,premium,0,northeast,1,0
68,31,0.369,4.2,2,web,apple_pay,premium,0,west,1,1
69,7,0.251,3.4,2,roku,apple_pay,premium,0,south,1,1
70,10,0.301,3.6,4,tablet,apple_pay,student_discount,0,south,1,1
71,24,0.496,1.3,1,tablet,apple_pay,ad_supported,0,northeast,1,1
72,15,0.094,1.8,3,smart_tv,credit_card,premium,0,west,1,1
73,20,0.426,1.9,3,tablet,apple_pay,student_discount,0,south,1,1
74,7,0.255,7.1,2,roku,gift_card,student_discount,0,west,1,1
75,13,0.367,2.0,4,web,credit_card,student_discount,0,south,0,0
76,28,0.311,3.4,5,tablet,credit_card,student_discount,1,south,1,1
77,18,0.24,3.2,5,tablet,gift_card,premium,0,south,0,0
78,11,0.558,1.8,4,tablet,apple_pay,student_discount,0,west,1,1
79,2,0.092,3.2,2,mobile,credit_card,premium,0,west,1,1
80,17,0.139,3.1,5,smart_tv,gift_card,student_discount,1,west,1,1
81,6,0.529,0.7,1,mobile,apple_pay,student_discount,0,midwest,1,1
82,23,0.267,1.7,2,tablet,gift_card,student_discount,0,south,1,1
83,16,0.258,2.4,2,mobile,apple_pay,student_discount,0,west,1,1
84,26,0.31,3.8,3,tablet,gift_card,premium,1,midwest,1,1
85,1,0.269,4.2,1,tablet,gift_card,ad_supported,0,midwest,1,1
86,30,0.276,0.8,1,tablet,apple_pay,premium,0,south,1,1
87,2,0.377,1.2,4,mobile,apple_pay,ad_supported,0,west,1,1
88,20,0.084,4.7,3,tablet,paypal,ad_supported,0,northeast,1,1
89,5,0.68,1.8,2,tablet,paypal,student_discount,1,south,0,0
90,31,0.024,1.0,5,web,gift_card,premium,0,south,1,1
91,8,0.24,0.8,5,smart_tv,apple_pay,premium,0,south,1,1
92,30,0.2,3.4,2,mobile,credit_card,premium,0,midwest,0,0
93,2,0.257,0.7,3,mobile,credit_card,ad_supported,0,west,0,0
94,13,0.44,2.6,1,tablet,paypal,ad_supported,0,northeast,0,0
95,4,0.123,2.0,5,mobile,credit_card,premium,1,northeast,1,1
96,8,0.057,4.9,4,web,gift_card,ad_supported,1,west,1,1
97,25,0.149,4.5,4,smart_tv,paypal,ad_supported,0,midwest,1,1
98,7,0.226,2.6,3,tablet,credit_card,premium,1,west,1,1
99,14,0.234,1.5,1,roku,gift_card,student_discount,1,west,1,1
100,29,0.378,2.7,1,mobile,credit_card,premium,0,midwest,0,0
101,21,0.574,1.9,1,smart_tv,gift_card,ad_supported,0,northeast,0,0
102,33,0.104,2.2,1,web,paypal,student_discount,0,west,1,1
103,25,0.36,5.5,1,web,gift_card,student_discount,0,midwest,1,1
104,14,0.637,0.6,3,web,gift_card,ad_supported,0,west,0,0
105,9,0.125,4.4,2,web,gift_card,student_discount,0,midwest,0,0
106,15,0.337,2.0,5,web,credit_card,student_discount,1,west,1,1
107,7,0.265,2.3,2,web,apple_pay,ad_supported,0,south,1,1
108,2,0.439,2.6,3,tablet,apple_pay,student_discount,0,west,1,1
109,31,0.343,4.0,1,roku,credit_card,premium,1,midwest,1,1
110,7,0.297,3.3,5,mobile,credit_card,premium,1,northeast,1,1
111,11,0.139,2.4,3,smart_tv,apple_pay,premium,1,midwest,1,1
112,13,0.425,6.3,4,mobile,credit_card,premium,0,northeast,0,0
113,13,0.354,6.9,4,tablet,apple_pay,student_discount,0,northeast,1,1
114,26,0.369,8.0,3,smart_tv,credit_card,student_discount,1,northeast,1,1
115,8,0.324,4.2,5,web,credit_card,student_discount,0,west,1,1
116,14,0.665,6.5,2,tablet,apple_pay,premium,0,northeast,1,0
117,2,0.585,1.0,1,mobile,paypal,student_discount,0,west,1,1
118,15,0.36,4.0,3,web,paypal,student_discount,1,midwest,0,0
119,24,0.437,0.8,1,smart_tv,apple_pay,student_discount,0,south,0,0
120,34,0.575,4.2,4,roku,gift_card,premium,0,west,1,0
121,4,0.397,5.0,2,smart_tv,credit_card,premium,0,northeast,1,1
122,18,0.136,7.4,1,web,credit_card,premium,0,midwest,1,1
123,25,0.325,0.9,3,roku,gift_card,ad_supported,0,south,1,1
124,24,0.413,1.9,1,mobile,gift_card,premium,0,south,1,1
125,6,0.521,1.6,4,web,apple_pay,ad_supported,1,midwest,0,0
126,34,0.553,0.9,5,tablet,paypal,student_discount,0,midwest,0,0
127,3,0.35,1.1,3,smart_tv,paypal,student_discount,1,northeast,0,0
128,19,0.069,0.5,4,smart_tv,credit_card,ad_supported,1,west,1,1
129,19,0.188,1.1,3,web,credit_card,student_discount,1,midwest,1,1
130,28,0.395,1.6,3,mobile,gift_card,premium,0,midwest,0,0
131,10,0.455,2.2,3,web,apple_pay,premium,0,south,1,1
132,18,0.071,2.6,5,mobile,paypal,student_discount,0,south,1,1
133,4,0.156,4.5,1,roku,apple_pay,student_discount,0,northeast,1,1
134,12,0.414,3.0,2,roku,paypal,premium,1,midwest,0,0
135,27,0.163,3.6,1,mobile,apple_pay,premium,0,midwest,1,1
136,29,0.21,8.0,5,smart_tv,gift_card,ad_supported,0,south,1,1
137,12,0.381,2.9,2,web,credit_card,premium,1,south,1,1
138,11,0.591,6.9,3,smart_tv,credit_card,student_discount,0,west,1,0
139,4,0.265,2.4,1,mobile,paypal,premium,0,west,1,1
140,24,0.332,9.9,4,roku,paypal,ad_supported,0,northeast,1,1
141,26,0.597,3.4,2,web,apple_pay,student_discount,0,midwest,1,0
142,28,0.306,5.0,3,mobile,paypal,ad_supported,0,northeast,1,1
143,4,0.186,4.7,5,mobile,gift_card,student_discount,1,northeast,1,1
144,15,0.307,1.8,5,smart_tv,credit_card,premium,0,midwest,1,1
145,22,0.079,1.9,1,roku,credit_card,student_discount,0,midwest,1,1
146,24,0.157,0.5,1,roku,credit_card,premium,1,south,1,1
147,24,0.356,2.2,1,roku,apple_pay,student_discount,0,south,1,1
148,5,0.212,3.4,3,roku,credit_card,premium,0,midwest,1,1
149,6,0.612,3.6,3,web,credit_card,student_discount,0,west,1,0
150,10,0.828,0.2,5,smart_tv,gift_card,ad_supported,1,northeast,1,1
151,3,0.124,1.6,3,web,apple_pay,student_discount,0,northeast,1,1
152,34,0.26,5.0,2,smart_tv,apple_pay,ad_supported,1,west,1,1
153,6,0.092,2.0,4,roku,paypal,premium,0,south,0,0
154,10,0.546,2.6,4,tablet,gift_card,premium,0,midwest,1,0
155,16,0.575,2.2,1,tablet,credit_card,premium,0,south,1,1
156,29,0.442,3.5,5,smart_tv,apple_pay,premium,0,west,1,0
157,3,0.59,0.8,4,mobile,paypal,student_discount,0,northeast,1,1
158,11,0.361,0.7,3,smart_tv,credit_card,premium,0,midwest,1,1
159,4,0.085,1.7,3,web,gift_card,ad_supported,0,south,1,1
160,4,0.216,1.7,2,roku,paypal,student_discount,1,south,0,0
161,24,0.107,2.2,5,web,paypal,student_discount,1,south,1,1
162,28,0.247,3.5,1,mobile,gift_card,premium,0,midwest,1,1
163,35,0.228,7.8,5,web,credit_card,ad_supported,0,northeast,1,1
164,24,0.207,5.2,3,smart_tv,gift_card,student_discount,1,south,1,1
165,22,0.582,3.6,5,web,apple_pay,premium,0,south,1,0
166,26,0.475,5.1,2,tablet,apple_pay,premium,0,south,1,0
167,18,0.145,1.6,3,web,credit_card,premium,0,northeast,1,1
168,3,0.271,1.1,5,mobile,paypal,ad_supported,0,midwest,1,1
169,11,0.286,0.9,2,tablet,credit_card,ad_supported,0,south,0,0
170,9,0.429,5.3,2,smart_tv,credit_card,ad_supported,1,midwest,0,0
171,33,0.232,1.3,5,roku,credit_card,student_discount,0,midwest,1,1
172,26,0.665,4.8,4,web,apple_pay,ad_supported,0,west,0,0
173,4,0.512,2.9,3,smart_tv,apple_pay,student_discount,1,west,1,0
174,2,0.286,0.3,1,smart_tv,paypal,ad_supported,1,south,1,1
175,8,0.318,3.1,3,web,paypal,student_discount,1,south,1,1
176,7,0.408,1.0,3,mobile,credit_card,premium,0,northeast,1,1
177,34,0.124,2.1,2,smart_tv,gift_card,student_discount,0,midwest,1,1
178,19,0.106,9.9,4,smart_tv,credit_card,premium,0,south,1,1
179,29,0.323,0.4,1,smart_tv,credit_card,ad_supported,0,west,1,1
180,6,0.308,3.5,3,roku,gift_card,student_discount,0,south,1,1
181,10,0.647,3.9,4,web,apple_pay,student_discount,0,west,0,0
182,5,0.441,0.4,1,web,credit_card,premium,0,west,0,0
183,24,0.483,1.1,2,mobile,credit_card,student_discount,0,west,1,1
184,22,0.179,1.4,4,roku,apple_pay,ad_supported,1,midwest,1,1
185,26,0.323,6.5,1,web,paypal,ad_supported,0,south,1,1
186,29,0.35,0.8,4,roku,paypal,ad_supported,1,south,0,0
187,20,0.228,1.6,3,web,apple_pay,student_discount,0,south,1,1
188,18,0.148,3.5,5,mobile,credit_card,student_discount,0,south,1,1
189,15,0.592,3.8,2,mobile,gift_card,premium,1,northeast,1,0
190,15,0.331,1.6,5,tablet,gift_card,student_discount,0,west,1,1
191,24,0.394,2.1,3,roku,apple_pay,ad_supported,1,west,1,1
192,29,0.647,1.4,3,mobile,gift_card,premium,0,west,0,0
193,17,0.528,3.6,2,tablet,apple_pay,student_discount,0,northeast,1,0
194,25,0.792,3.8,2,smart_tv,apple_pay,student_discount,1,northeast,1,0
195,16,0.031,1.9,5,roku,paypal,premium,1,south,0,0
196,17,0.383,0.5,2,web,paypal,ad_supported,0,northeast,1,1
197,21,0.205,1.2,1,web,paypal,ad_supported,0,northeast,1,1
198,27,0.169,2.0,5,smart_tv,gift_card,ad_supported,0,south,1,1
199,5,0.278,1.7,3,smart_tv,credit_card,ad_supported,1,northeast,1,1
200,22,0.53,2.9,2,tablet,credit_card,student_discount,0,northeast,1,0
201,33,0.032,2.2,2,web,paypal,premium,1,south,1,1
202,2,0.252,0.2,1,smart_tv,credit_card,student_discount,0,south,1,1
203,35,0.227,5.2,2,tablet,apple_pay,student_discount,0,south,0,0
204,19,0.646,3.6,3,web,apple_pay,premium,1,midwest,1,0
205,27,0.273,4.2,2,smart_tv,gift_card,premium,0,south,1,1
206,2,0.24,3.1,3,web,paypal,ad_supported,0,northeast,1,1
207,18,0.331,0.8,5,roku,paypal,ad_supported,0,south,1,1
208,23,0.673,0.5,2,web,gift_card,student_discount,1,midwest,1,1
209,26,0.225,1.6,3,smart_tv,paypal,student_discount,0,west,1,1
210,11,0.256,2.1,2,tablet,paypal,ad_supported,0,midwest,1,1
211,1,0.093,3.6,5,mobile,gift_card,premium,0,midwest,1,1
212,20,0.503,2.5,1,tablet,gift_card,premium,1,midwest,1,0
213,31,0.473,3.1,2,tablet,apple_pay,premium,1,midwest,1,0
214,8,0.459,1.4,2,web,credit_card,premium,0,midwest,1,1
215,24,0.286,1.6,5,mobile,paypal,ad_supported,0,south,1,1
216,20,0.559,3.3,2,mobile,gift_card,ad_supported,1,south,1,0
217,15,0.214,5.2,2,roku,apple_pay,student_discount,0,south,1,1
218,30,0.181,8.1,1,roku,credit_card,student_discount,0,south,1,1
219,20,0.035,1.4,5,smart_tv,gift_card,ad_supported,0,northeast,1,1
220,2,0.367,0.8,1,web,apple_pay,ad_supported,0,south,1,1
221,6,0.7,1.0,3,roku,credit_card,ad_supported,0,south,0,0
222,18,0.155,11.8,2,mobile,paypal,premium,0,midwest,1,1
223,14,0.113,2.0,2,tablet,paypal,ad_supported,1,south,0,0
224,26,0.178,4.3,3,mobile,apple_pay,student_discount,0,west,1,1
225,34,0.107,4.4,2,tablet,credit_card,student_discount,0,northeast,1,1
226,30,0.115,3.3,5,web,apple_pay,ad_supported,1,west,1,1
227,7,0.492,2.0,5,smart_tv,paypal,ad_supported,0,south,1,1
228,30,0.416,7.6,4,web,paypal,premium,0,midwest,1,0
229,18,0.154,0.3,2,web,credit_card,premium,0,northeast,1,1
230,22,0.342,4.3,4,tablet,credit_card,student_discount,0,midwest,1,1
231,17,0.327,2.2,4,mobile,apple_pay,ad_supported,0,midwest,0,0
232,31,0.369,2.1,1,web,gift_card,student_discount,1,midwest,1,1
233,17,0.149,4.2,1,smart_tv,gift_card,student_discount,0,northeast,1,1
234,31,0.565,5.1,2,smart_tv,credit_card,student_discount,0,midwest,1,0
235,13,0.197,3.0,5,tablet,paypal,student_discount,0,west,1,1
236,27,0.436,1.8,1,mobile,apple_pay,premium,0,south,1,1
237,20,0.698,5.1,2,tablet,credit_card,premium,0,northeast,1,0
238,17,0.395,5.9,2,tablet,apple_pay,premium,1,south,1,1
239,29,0.52,0.4,4,roku,apple_pay,ad_supported,1,northeast,1,1
240,35,0.049,2.6,2,smart_tv,paypal,student_discount,0,west,1,1
241,8,0.265,2.4,4,mobile,paypal,premium,1,midwest,1,1
242,15,0.503,3.7,5,tablet,paypal,premium,0,northeast,1,0
243,1,0.774,3.1,3,web,gift_card,premium,1,midwest,1,1
244,33,0.165,2.5,5,roku,paypal,premium,1,northeast,1,1
245,3,0.335,0.8,3,web,apple_pay,premium,0,northeast,1,1
246,15,0.432,1.5,4,web,gift_card,ad_supported,1,south,1,1
247,18,0.254,1.6,2,mobile,apple_pay,premium,0,west,1,1
248,31,0.296,0.6,4,roku,gift_card,premium,0,midwest,1,1
249,20,0.409,1.4,3,smart_tv,credit_card,ad_supported,0,south,0,0
250,7,0.355,0.7,1,tablet,apple_pay,premium,1,northeast,1,1
251,27,0.108,2.9,4,smart_tv,credit_card,premium,1,midwest,0,0
252,8,0.382,3.8,2,tablet,credit_card,student_discount,0,south,1,1
253,14,0.127,0.3,2,smart_tv,credit_card,ad_supported,1,south,1,1
254,15,0.172,2.1,2,roku,credit_card,student_discount,0,northeast,1,1
255,7,0.149,4.3,5,mobile,apple_pay,student_discount,0,west,1,1
256,33,0.13,1.9,5,tablet,apple_pay,premium,0,northeast,1,1
257,34,0.389,6.7,5,mobile,gift_card,ad_supported,0,northeast,1,1
258,4,0.288,2.4,1,roku,paypal,premium,1,midwest,1,1
259,1,0.128,6.3,1,mobile,credit_card,premium,0,midwest,1,1
260,14,0.361,0.9,2,smart_tv,paypal,premium,0,west,1,1
261,31,0.61,1.4,1,mobile,gift_card,student_discount,0,midwest,1,1
262,20,0.537,1.0,4,tablet,credit_card,premium,0,south,1,1
263,3,0.146,2.5,5,roku,paypal,student_discount,1,midwest,1,1
264,35,0.16,2.6,4,tablet,paypal,ad_supported,1,northeast,1,1
265,33,0.13,1.9,3,mobile,gift_card,student_discount,1,west,1,1
266,15,0.19,2.0,1,roku,credit_card,premium,1,midwest,1,1
267,3,0.152,3.0,5,smart_tv,gift_card,ad_supported,0,west,1,1
268,28,0.213,4.3,3,mobile,apple_pay,premium,0,west,0,0
269,27,0.537,2.1,2,smart_tv,paypal,premium,0,south,1,1
270,33,0.718,1.4,2,web,paypal,student_discount,0,midwest,1,1
271,19,0.29,2.9,4,roku,apple_pay,ad_supported,0,northeast,1,1
272,33,0.394,6.8,4,web,credit_card,premium,1,northeast,1,1
273,31,0.346,8.5,2,mobile,paypal,student_discount,0,northeast,1,1
274,4,0.486,1.0,5,mobile,apple_pay,student_discount,0,south,1,1
275,32,0.283,0.0,3,smart_tv,credit_card,student_discount,0,northeast,1,1
276,28,0.724,0.9,3,smart_tv,paypal,student_discount,0,west,1,1
277,16,0.412,4.6,4,smart_tv,credit_card,ad_supported,1,west,0,0
278,28,0.331,3.6,5,tablet,credit_card,ad_supported,0,northeast,0,0
279,15,0.541,2.4,1,roku,apple_pay,student_discount,1,midwest,1,1
280,22,0.533,1.9,5,roku,credit_card,ad_supported,0,south,1,1
281,31,0.024,2.1,3,mobile,apple_pay,ad_supported,1,west,1,1
282,21,0.53,3.0,1,mobile,credit_card,ad_supported,0,west,0,0
283,32,0.728,4.8,5,roku,credit_card,ad_supported,0,west,0,0
284,7,0.329,2.2,3,web,gift_card,premium,0,northeast,0,0
285,33,0.198,2.9,1,smart_tv,paypal,ad_supported,0,midwest,1,1
286,8,0.086,0.7,4,roku,credit_card,student_discount,0,midwest,0,0
287,14,0.323,1.6,4,smart_tv,apple_pay,premium,0,midwest,1,1
288,25,0.389,2.2,3,web,credit_card,student_discount,0,south,1,1
289,32,0.363,3.5,4,roku,gift_card,student_discount,1,northeast,1,1
290,28,0.262,2.4,3,tablet,credit_card,premium,0,west,0,0
291,2,0.244,1.3,3,mobile,paypal,premium,0,midwest,1,1
292,17,0.18,2.2,1,smart_tv,apple_pay,premium,0,midwest,1,1
293,27,0.082,1.7,2,roku,credit_card,premium,0,south,1,1
294,2,0.048,0.9,3,tablet,paypal,premium,0,west,1,1
295,8,0.054,6.3,4,tablet,credit_card,ad_supported,0,south,1,1
296,20,0.111,3.1,2,roku,paypal,ad_supported,0,northeast,1,1
297,21,0.445,9.2,2,mobile,credit_card,premium,0,west,1,0
298,26,0.514,8.8,1,mobile,apple_pay,premium,0,midwest,1,0
299,31,0.179,1.9,1,smart_tv,gift_card,premium,0,northeast,1,1
300,20,0.313,3.8,5,tablet,apple_pay,student_discount,0,south,1,1
301,6,0.144,2.1,5,roku,paypal,premium,0,northeast,1,1
302,15,0.104,4.7,3,web,paypal,premium,0,south,1,1
303,1,0.555,3.0,4,web,credit_card,premium,0,northeast,1,1
304,26,0.301,9.5,4,roku,gift_card,student_discount,1,northeast,0,0
305,29,0.316,0.7,4,web,paypal,premium,0,west,1,1
306,2,0.223,0.6,2,web,gift_card,student_discount,0,west,1,1
307,22,0.18,1.9,1,web,paypal,student_discount,0,south,1,1
308,29,0.255,0.7,3,smart_tv,paypal,ad_supported,0,midwest,0,0
309,9,0.386,0.0,4,mobile,apple_pay,student_discount,0,midwest,1,1
310,21,0.443,3.9,2,mobile,gift_card,ad_supported,1,northeast,1,0
311,32,0.421,3.6,5,roku,paypal,student_discount,0,northeast,1,0
312,32,0.185,1.3,3,smart_tv,credit_card,student_discount,0,midwest,0,0
313,26,0.351,1.2,4,tablet,credit_card,student_discount,0,south,1,1
314,13,0.742,1.5,5,tablet,gift_card,premium,0,west,1,1
315,3,0.42,1.9,4,smart_tv,paypal,ad_supported,0,west,1,1
316,32,0.166,3.3,4,tablet,apple_pay,student_discount,0,midwest,0,0
317,33,0.233,7.6,4,web,credit_card,premium,0,south,1,1
318,33,0.494,4.1,5,mobile,gift_card,premium,1,west,1,0
319,13,0.133,6.0,3,smart_tv,credit_card,premium,0,northeast,1,1
320,6,0.411,1.0,4,tablet,gift_card,student_discount,0,south,1,1
321,4,0.684,4.3,5,tablet,credit_card,premium,0,midwest,1,0
322,6,0.551,4.0,3,roku,gift_card,premium,0,west,1,0
323,3,0.278,7.2,3,web,gift_card,ad_supported,1,west,1,1
324,27,0.291,3.7,4,smart_tv,paypal,premium,0,south,1,1
325,20,0.381,4.0,1,tablet,gift_card,premium,0,midwest,1,1
326,18,0.458,5.3,3,tablet,credit_card,ad_supported,1,northeast,1,0
327,20,0.181,6.3,5,mobile,credit_card,ad_supported,0,south,1,1
328,30,0.432,1.9,2,roku,apple_pay,ad_supported,0,northeast,1,1
329,10,0.404,4.4,1,tablet,apple_pay,ad_supported,0,south,1,0
330,23,0.374,1.0,1,tablet,apple_pay,ad_supported,0,south,1,1
331,3,0.48,2.0,5,mobile,credit_card,premium,1,west,1,1
332,9,0.181,6.8,5,web,gift_card,ad_supported,1,northeast,0,0
333,19,0.396,0.3,3,mobile,apple_pay,student_discount,0,west,0,0
334,27,0.372,1.3,1,mobile,gift_card,premium,0,midwest,1,1
335,28,0.353,4.1,1,roku,gift_card,student_discount,1,west,1,1
336,8,0.685,3.5,4,roku,credit_card,student_discount,1,northeast,0,0
337,8,0.122,0.7,4,mobile,credit_card,ad_supported,0,south,1,1
338,18,0.095,2.1,1,smart_tv,gift_card,student_discount,0,west,1,1
339,21,0.107,2.2,1,web,gift_card,premium,0,south,0,0
340,13,0.146,4.9,4,mobile,apple_pay,premium,0,northeast,1,1
341,27,0.213,0.3,1,mobile,paypal,student_discount,0,west,1,1
342,16,0.482,1.5,5,web,apple_pay,ad_supported,0,west,1,1
343,9,0.32,4.3,2,tablet,paypal,student_discount,0,northeast,0,0
344,27,0.325,0.9,3,smart_tv,paypal,premium,0,northeast,1,1
345,17,0.503,2.8,4,smart_tv,apple_pay,student_discount,1,midwest,1,0
346,3,0.594,1.2,4,smart_tv,credit_card,ad_supported,1,midwest,1,1
347,4,0.422,4.9,4,web,apple_pay,student_discount,1,west,1,0
348,1,0.249,1.5,1,smart_tv,credit_card,ad_supported,0,midwest,1,1
349,14,0.464,1.6,3,smart_tv,gift_card,ad_supported,0,south,0,0
350,8,0.473,2.5,5,tablet,paypal,premium,0,northeast,0,0
351,7,0.651,3.6,4,smart_tv,gift_card,ad_supported,0,west,1,0
352,30,0.26,1.1,1,smart_tv,apple_pay,ad_supported,0,northeast,1,1
353,25,0.317,5.7,5,smart_tv,paypal,student_discount,1,south,1,1
354,16,0.612,1.3,5,roku,apple_pay,premium,0,northeast,0,0
355,11,0.11,0.2,5,tablet,apple_pay,student_discount,0,south,0,0
356,25,0.08,0.4,3,web,credit_card,ad_supported,1,west,1,1
357,33,0.281,3.7,1,roku,paypal,premium,1,west,1,1
358,21,0.412,6.4,2,tablet,credit_card,premium,0,west,1,0
359,10,0.129,4.1,2,tablet,paypal,premium,1,west,1,1
360,9,0.276,0.8,4,roku,paypal,premium,1,midwest,0,0
361,1,0.305,7.7,2,smart_tv,gift_card,premium,0,west,0,0
362,34,0.341,5.7,3,mobile,apple_pay,premium,1,midwest,1,1
363,31,0.327,0.8,3,smart_tv,credit_card,ad_supported,0,south,1,1
364,21,0.133,1.7,2,web,credit_card,student_discount,0,south,0,0
365,24,0.165,4.3,3,roku,apple_pay,ad_supported,1,midwest,1,1
366,19,0.317,4.3,1,roku,apple_pay,student_discount,1,south,1,1
367,21,0.412,2.1,3,roku,gift_card,student_discount,1,west,1,1
368,25,0.387,7.6,5,web,credit_card,ad_supported,0,west,0,0
369,20,0.405,0.3,2,mobile,apple_pay,student_discount,0,midwest,0,0
370,26,0.662,3.3,4,smart_tv,apple_pay,student_discount,0,northeast,1,0
371,7,0.218,1.8,2,smart_tv,paypal,ad_supported,0,northeast,1,1
372,3,0.182,3.1,4,tablet,paypal,premium,0,northeast,1,1
373,8,0.392,3.6,3,tablet,paypal,premium,1,northeast,0,0
374,30,0.541,5.3,5,mobile,gift_card,student_discount,0,west,1,0
375,11,0.4,2.2,3,roku,apple_pay,premium,0,northeast,1,1
376,8,0.455,1.7,2,tablet,paypal,ad_supported,0,midwest,1,1
377,17,0.091,4.2,5,web,gift_card,student_discount,0,south,1,1
378,8,0.298,4.5,3,mobile,apple_pay,ad_supported,1,midwest,1,1
379,30,0.289,1.8,5,web,credit_card,ad_supported,0,west,1,1
380,16,0.299,2.2,1,web,credit_card,student_discount,0,midwest,1,1
