user_id,tenure_months,prior_engagement_score,weekly_watch_hours,num_devices,device_type,payment_method,account_type,has_kids_profile,region,promo_eligible,assigned_promo,renewed
289,14,0.369,4.0,4,tablet,apple_pay,student_discount,1,south,1,1,1
290,45,0.085,4.7,4,web,apple_pay,premium,1,northeast,1,1,1
291,46,0.126,5.4,1,smart_tv,gift_card,ad_supported,1,northeast,1,1,1
292,25,0.236,1.8,5,smart_tv,credit_card,premium,0,midwest,1,1,1
293,22,0.204,0.4,4,smart_tv,gift_card,premium,0,west,0,0,0
294,23,0.393,5.2,1,tablet,paypal,premium,0,south,1,1,0
295,8,0.645,2.3,1,tablet,gift_card,ad_supported,0,midwest,0,0,0
296,46,0.127,3.0,5,tablet,apple_pay,ad_supported,1,south,0,0,1
297,19,0.325,6.9,3,tablet,paypal,premium,0,midwest,1,1,1
298,6,0.261,2.4,2,mobile,apple_pay,student_discount,0,midwest,1,1,1
299,36,0.157,5.3,3,smart_tv,apple_pay,student_discount,1,south,1,1,1
300,43,0.324,4.2,5,roku,apple_pay,student_discount,0,west,0,0,1
301,18,0.048,4.1,5,smart_tv,gift_card,student_discount,0,south,1,1,1
302,27,0.298,1.2,4,mobile,gift_card,ad_supported,0,south,1,1,1
303,14,0.363,1.9,4,smart_tv,apple_pay,ad_supported,0,northeast,1,1,1
304,14,0.293,3.2,5,smart_tv,gift_card,ad_supported,1,west,0,0,0
305,11,0.476,2.4,5,tablet,credit_card,ad_supported,0,midwest,1,1,1
306,46,0.041,0.8,3,mobile,credit_card,premium,1,west,0,0,1
307,45,0.484,2.4,1,roku,gift_card,ad_supported,1,northeast,1,1,1
308,38,0.301,3.6,3,smart_tv,gift_card,ad_supported,1,west,1,1,1
309,44,0.299,10.5,3,web,credit_card,premium,0,northeast,1,1,1
310,46,0.283,1.0,2,roku,gift_card,premium,0,midwest,0,0,0
311,45,0.264,1.5,4,web,gift_card,student_discount,0,midwest,1,1,1
312,26,0.359,8.4,5,web,paypal,student_discount,0,south,1,1,1
313,40,0.069,3.0,3,smart_tv,gift_card,ad_supported,0,northeast,1,1,1
314,45,0.456,5.0,3,tablet,gift_card,ad_supported,1,south,1,0,1
315,27,0.262,1.1,4,mobile,apple_pay,student_discount,0,midwest,1,1,1
316,35,0.37,5.3,3,web,credit_card,premium,0,northeast,1,1,1
317,2,0.1,2.3,3,tablet,apple_pay,student_discount,0,northeast,1,1,1
318,5,0.351,3.2,3,smart_tv,apple_pay,ad_supported,0,south,1,1,1
319,34,0.266,0.9,2,roku,apple_pay,premium,1,south,1,1,1
320,32,0.579,2.4,5,mobile,apple_pay,ad_supported,0,northeast,1,1,1
321,24,0.595,3.0,4,mobile,credit_card,student_discount,0,midwest,0,0,1
322,32,0.145,7.0,4,mobile,credit_card,ad_supported,1,south,1,1,1
323,39,0.203,0.3,2,smart_tv,gift_card,premium,0,northeast,1,1,1
324,24,0.223,2.3,2,tablet,credit_card,premium,1,midwest,1,1,1
325,28,0.271,8.5,5,tablet,gift_card,student_discount,0,northeast,1,1,1
326,40,0.529,4.2,5,roku,apple_pay,ad_supported,0,south,1,0,1
327,8,0.249,3.0,5,smart_tv,gift_card,student_discount,0,south,1,1,1
328,32,0.118,2.5,1,smart_tv,apple_pay,premium,0,south,1,1,1
329,28,0.049,5.6,4,web,gift_card,premium,0,northeast,0,0,1
330,35,0.44,2.9,2,tablet,credit_card,ad_supported,0,northeast,1,0,0
331,27,0.395,3.4,2,smart_tv,credit_card,premium,0,south,1,1,1
332,18,0.285,2.6,3,mobile,paypal,ad_supported,0,south,0,0,1
333,30,0.319,2.5,2,mobile,paypal,student_discount,1,west,1,1,1
334,10,0.244,7.2,4,tablet,credit_card,premium,1,northeast,1,1,0
335,43,0.502,4.0,1,roku,paypal,premium,0,midwest,1,0,1
336,48,0.164,3.7,3,smart_tv,gift_card,ad_supported,0,south,1,1,1
337,29,0.237,2.1,5,mobile,paypal,ad_supported,1,midwest,0,0,1
338,39,0.455,1.9,5,tablet,gift_card,ad_supported,1,west,0,0,0
339,47,0.435,4.8,3,mobile,paypal,student_discount,1,south,1,0,1
340,15,0.295,1.9,3,mobile,apple_pay,premium,0,northeast,1,1,1
341,8,0.124,6.6,5,roku,credit_card,ad_supported,1,midwest,1,1,1
342,41,0.08,2.9,2,smart_tv,credit_card,student_discount,0,northeast,1,1,1
343,24,0.408,9.2,5,roku,paypal,ad_supported,0,south,0,0,0
344,1,0.447,3.0,4,tablet,gift_card,student_discount,0,northeast,1,1,0
345,31,0.382,1.3,3,smart_tv,gift_card,premium,0,northeast,1,1,1
346,25,0.61,1.1,4,mobile,paypal,premium,0,west,1,1,1
347,31,0.215,4.3,5,mobile,credit_card,premium,0,midwest,1,1,1
348,47,0.418,0.3,2,tablet,gift_card,ad_supported,0,south,1,1,1
349,39,0.368,3.1,3,tablet,credit_card,student_discount,1,south,0,0,1
350,7,0.204,0.3,5,roku,paypal,premium,0,midwest,1,1,0
351,46,0.206,3.1,2,roku,gift_card,ad_supported,1,west,1,1,1
352,7,0.35,2.4,4,smart_tv,paypal,student_discount,0,midwest,1,1,0
353,40,0.2,4.3,4,roku,gift_card,ad_supported,1,midwest,1,1,1
354,46,0.374,4.8,4,roku,apple_pay,premium,1,south,1,1,1
355,35,0.427,2.7,2,web,apple_pay,student_discount,0,south,1,0,1
356,45,0.238,3.4,1,roku,credit_card,student_discount,1,south,1,1,1
357,30,0.642,4.6,1,tablet,gift_card,premium,1,midwest,1,0,0
358,35,0.333,5.5,4,roku,paypal,student_discount,0,west,1,1,1
