user_id,tenure_months,prior_engagement_score,weekly_watch_hours,num_devices,device_type,payment_method,account_type,has_family_profile,region,promo_eligible,assigned_promo
101,24,0.302,1.9,1,roku,apple_pay,ad-supported,1,south,1,1
102,11,0.569,1.1,1,mobile,gift_card,premium,0,midwest,1,1
103,17,0.294,5.4,1,mobile,gift_card,student_discount,0,northeast,1,1
104,8,0.237,1.2,4,roku,gift_card,premium,1,northeast,1,1
105,35,0.435,1.1,3,web,paypal,student_discount,0,northeast,1,1
106,35,0.248,5.2,4,tablet,apple_pay,premium,0,northeast,1,1
107,33,0.592,3.8,3,roku,credit_card,ad-supported,1,midwest,1,0
108,5,0.494,5.4,4,web,gift_card,premium,0,west,0,0
109,42,0.193,1.7,4,tablet,gift_card,student_discount,0,south,1,1
110,39,0.216,10.6,1,smart_tv,gift_card,student_discount,0,west,1,1
111,41,0.455,1.5,4,roku,paypal,student_discount,0,south,1,1
112,28,0.432,2.2,1,roku,paypal,student_discount,0,south,1,1
113,7,0.473,1.8,3,web,credit_card,student_discount,1,midwest,1,1
114,9,0.254,10.4,1,mobile,gift_card,premium,0,south,1,1
115,8,0.286,2.4,2,mobile,gift_card,ad-supported,0,midwest,1,1
116,12,0.232,1.4,2,web,gift_card,ad-supported,0,west,1,1
117,34,0.233,14.3,4,roku,paypal,premium,0,northeast,1,1
118,33,0.17,9.3,2,roku,credit_card,ad-supported,1,west,0,0
119,23,0.492,7.5,3,roku,apple_pay,premium,0,west,1,0
120,24,0.332,9.0,4,smart_tv,paypal,student_discount,1,midwest,1,0
121,37,0.343,1.4,1,mobile,gift_card,premium,1,midwest,1,1
122,35,0.473,9.8,4,smart_tv,credit_card,ad-supported,0,south,1,0
123,44,0.058,2.8,4,roku,credit_card,ad-supported,1,northeast,1,1
124,40,0.334,4.3,2,mobile,apple_pay,ad-supported,0,west,1,0
125,22,0.506,3.2,4,roku,gift_card,premium,0,west,1,0
126,27,0.109,8.3,3,roku,paypal,premium,0,midwest,1,1
127,35,0.476,0.2,4,web,paypal,premium,0,midwest,1,1
128,1,0.335,1.3,1,mobile,paypal,ad-supported,0,midwest,1,1
129,35,0.311,8.9,1,roku,gift_card,premium,1,west,0,0
130,37,0.316,1.9,2,tablet,gift_card,premium,1,midwest,1,1
131,47,0.134,8.1,4,tablet,gift_card,ad-supported,0,south,1,1
132,14,0.043,1.9,1,roku,paypal,student_discount,1,south,1,1
133,3,0.44,2.7,4,web,gift_card,student_discount,0,south,1,1
134,1,0.12,11.2,4,roku,gift_card,ad-supported,1,northeast,0,0
135,5,0.2,5.8,1,tablet,gift_card,ad-supported,1,south,1,1
136,26,0.701,3.8,4,mobile,apple_pay,student_discount,0,midwest,1,0
137,14,0.282,4.9,2,web,apple_pay,premium,1,midwest,1,1
138,39,0.349,7.0,2,roku,gift_card,ad-supported,1,west,0,0
139,27,0.183,3.7,1,tablet,gift_card,student_discount,0,northeast,1,1
140,9,0.502,5.2,3,mobile,paypal,premium,0,northeast,1,0
141,15,0.062,14.5,3,tablet,credit_card,ad-supported,0,midwest,1,1
142,15,0.435,1.3,4,web,gift_card,student_discount,0,west,1,1
143,26,0.092,3.8,2,smart_tv,paypal,premium,1,south,1,1
144,42,0.626,2.2,1,roku,paypal,premium,1,south,1,1
145,13,0.377,1.6,2,mobile,credit_card,student_discount,1,west,0,0
146,32,0.127,3.8,3,web,paypal,premium,0,west,0,0
147,39,0.274,1.6,3,web,credit_card,student_discount,0,midwest,1,1
148,32,0.383,1.4,4,smart_tv,gift_card,student_discount,0,northeast,0,0
149,4,0.178,3.1,1,smart_tv,apple_pay,premium,1,west,1,1
150,30,0.216,5.0,4,roku,credit_card,student_discount,1,midwest,1,1
151,37,0.521,4.8,2,roku,gift_card,student_discount,1,northeast,1,0
152,23,0.279,3.1,2,web,gift_card,ad-supported,1,south,1,1
153,39,0.485,1.0,3,roku,apple_pay,student_discount,0,west,1,1
154,45,0.348,0.9,4,roku,paypal,premium,0,south,0,0
155,15,0.378,4.4,2,smart_tv,credit_card,student_discount,0,midwest,1,0
156,43,0.455,2.0,2,web,credit_card,premium,1,south,1,1
157,29,0.565,4.0,2,tablet,paypal,ad-supported,1,midwest,1,0
158,36,0.135,3.6,1,tablet,apple_pay,premium,0,midwest,1,1
159,13,0.419,0.5,3,mobile,credit_card,student_discount,1,northeast,1,1
160,32,0.628,9.1,4,smart_tv,credit_card,premium,0,midwest,0,0
161,7,0.423,0.9,2,mobile,paypal,ad-supported,0,midwest,1,1
162,22,0.324,2.8,1,web,gift_card,ad-supported,1,south,0,0
163,28,0.524,1.1,2,tablet,apple_pay,ad-supported,0,northeast,1,1
164,2,0.684,2.0,2,tablet,gift_card,premium,0,northeast,1,1
165,42,0.359,2.2,3,tablet,gift_card,premium,1,northeast,1,1
166,45,0.394,2.3,1,mobile,paypal,premium,1,south,1,1
167,6,0.38,2.8,2,roku,credit_card,ad-supported,0,northeast,1,0
168,28,0.084,10.4,3,mobile,paypal,premium,0,south,1,1
169,28,0.437,1.5,1,tablet,gift_card,ad-supported,0,northeast,1,1
170,44,0.094,5.2,2,smart_tv,paypal,ad-supported,0,midwest,1,1
171,44,0.398,7.5,4,smart_tv,apple_pay,student_discount,0,west,1,0
172,20,0.078,4.8,3,mobile,gift_card,student_discount,0,northeast,1,1
173,30,0.128,8.6,2,mobile,gift_card,ad-supported,0,south,1,1
174,11,0.214,4.8,2,web,apple_pay,ad-supported,0,west,0,0
175,28,0.19,4.7,1,mobile,paypal,ad-supported,1,south,1,1
176,25,0.45,7.7,4,mobile,paypal,student_discount,1,midwest,1,0
177,39,0.234,4.3,3,tablet,paypal,ad-supported,0,midwest,1,1
178,33,0.1,7.5,1,roku,credit_card,student_discount,0,south,1,1
179,1,0.175,4.2,2,tablet,gift_card,student_discount,0,west,1,1
180,27,0.311,7.4,3,roku,apple_pay,premium,0,west,1,0
181,13,0.307,9.7,2,tablet,gift_card,premium,1,northeast,0,0
182,41,0.316,2.5,2,tablet,credit_card,premium,0,midwest,1,0
183,3,0.449,2.2,4,web,gift_card,student_discount,0,west,1,1
184,39,0.499,8.6,2,roku,apple_pay,ad-supported,0,midwest,1,0
185,6,0.38,7.3,3,tablet,apple_pay,premium,0,west,1,0
186,8,0.259,0.6,2,tablet,gift_card,student_discount,0,west,1,1
187,27,0.217,4.0,3,roku,credit_card,ad-supported,1,northeast,1,1
188,9,0.634,11.1,4,web,gift_card,premium,0,south,1,0
189,37,0.302,1.2,2,roku,credit_card,student_discount,0,midwest,0,0
190,33,0.353,1.1,1,web,paypal,premium,1,midwest,1,1
191,42,0.196,1.9,3,web,apple_pay,premium,1,south,1,1
192,44,0.195,2.4,2,smart_tv,gift_card,student_discount,0,northeast,1,1
193,24,0.12,0.7,1,web,apple_pay,premium,0,northeast,1,1
194,15,0.288,1.3,3,smart_tv,apple_pay,student_discount,1,midwest,0,0
195,32,0.195,0.7,1,mobile,gift_card,student_discount,0,south,1,1
196,32,0.222,3.9,2,web,paypal,premium,0,northeast,1,1
197,24,0.492,3.8,4,roku,apple_pay,ad-supported,0,south,1,0
198,41,0.085,8.6,4,smart_tv,apple_pay,ad-supported,0,west,1,1
199,12,0.171,4.1,1,mobile,credit_card,ad-supported,0,midwest,1,1
200,39,0.328,5.1,2,mobile,credit_card,student_discount,1,northeast,1,0
201,2,0.315,5.5,2,web,paypal,premium,1,west,1,1
202,3,0.559,1.5,3,roku,gift_card,ad-supported,0,south,1,1
203,37,0.057,1.3,2,web,apple_pay,premium,0,south,1,1
204,17,0.522,1.1,4,tablet,paypal,ad-supported,0,midwest,1,1
205,2,0.111,2.4,2,mobile,gift_card,ad-supported,1,west,1,1
206,2,0.227,2.2,3,tablet,credit_card,premium,1,northeast,0,0
207,28,0.082,3.5,3,tablet,apple_pay,premium,0,midwest,1,1
208,23,0.02,5.8,2,smart_tv,apple_pay,premium,1,west,1,1
209,37,0.515,5.1,2,tablet,gift_card,premium,0,midwest,1,0
210,32,0.152,2.2,3,mobile,paypal,ad-supported,1,west,1,1
211,33,0.402,1.9,3,mobile,apple_pay,premium,0,northeast,0,0
212,1,0.193,2.1,1,roku,apple_pay,student_discount,0,south,1,1
213,19,0.568,2.3,4,web,credit_card,ad-supported,0,south,1,1
214,2,0.207,0.9,4,roku,paypal,student_discount,0,south,1,1
215,44,0.243,4.2,1,roku,credit_card,ad-supported,1,northeast,1,1
216,26,0.169,11.2,1,web,gift_card,ad-supported,0,west,1,1
217,32,0.12,3.4,4,mobile,gift_card,student_discount,0,midwest,1,1
218,6,0.428,3.5,3,smart_tv,paypal,ad-supported,1,south,1,0
219,32,0.281,4.6,4,tablet,credit_card,student_discount,0,south,1,1
220,4,0.026,1.2,3,smart_tv,gift_card,ad-supported,1,northeast,0,0
221,11,0.576,1.9,4,tablet,paypal,premium,1,northeast,1,1
222,17,0.247,2.1,3,web,gift_card,ad-supported,0,west,1,1
223,38,0.127,1.2,4,web,apple_pay,student_discount,1,west,1,1
224,24,0.077,9.7,1,roku,apple_pay,premium,0,west,1,1
225,5,0.132,5.7,2,web,paypal,premium,1,midwest,1,1
226,34,0.342,6.0,2,tablet,gift_card,premium,0,west,1,0
227,6,0.442,2.5,2,smart_tv,paypal,premium,1,west,1,0
228,22,0.229,3.7,3,smart_tv,paypal,ad-supported,0,midwest,1,1
229,11,0.813,2.4,2,smart_tv,paypal,student_discount,1,south,1,1
230,16,0.208,2.8,4,smart_tv,apple_pay,premium,0,south,1,1
231,33,0.261,3.5,2,roku,paypal,student_discount,0,northeast,1,1
232,9,0.11,2.9,3,smart_tv,apple_pay,student_discount,1,midwest,1,1
233,6,0.251,3.5,3,tablet,apple_pay,premium,1,west,1,1
234,16,0.462,0.7,3,roku,gift_card,student_discount,1,south,0,0
235,29,0.622,1.3,4,roku,paypal,student_discount,0,northeast,1,1
236,3,0.398,2.4,3,roku,gift_card,student_discount,1,midwest,1,1
237,20,0.059,2.7,4,web,apple_pay,student_discount,1,midwest,1,1
238,36,0.1,2.7,3,roku,paypal,ad-supported,0,midwest,1,1
239,19,0.059,5.0,1,tablet,apple_pay,ad-supported,0,west,0,0
240,26,0.14,4.0,3,smart_tv,paypal,ad-supported,1,west,1,1
241,3,0.181,4.5,2,web,paypal,student_discount,1,west,0,0
242,19,0.121,2.1,2,smart_tv,credit_card,ad-supported,1,northeast,1,1
243,20,0.38,1.4,1,mobile,gift_card,premium,1,midwest,1,1
244,32,0.116,2.9,3,web,credit_card,student_discount,1,northeast,1,1
245,7,0.344,5.4,2,tablet,paypal,ad-supported,1,northeast,0,0
246,41,0.424,9.4,2,web,credit_card,ad-supported,1,northeast,1,0
247,33,0.223,2.1,4,roku,apple_pay,student_discount,1,west,1,1
248,40,0.497,9.4,4,web,paypal,student_discount,1,midwest,1,0
249,39,0.367,1.3,3,roku,paypal,student_discount,0,south,1,1
250,18,0.177,0.8,1,smart_tv,paypal,premium,1,west,1,1
251,40,0.258,2.6,3,web,credit_card,ad-supported,0,west,1,1
252,1,0.189,1.5,4,web,gift_card,premium,0,south,1,1
253,11,0.416,1.8,4,tablet,gift_card,ad-supported,0,northeast,1,1
254,28,0.374,6.4,3,mobile,gift_card,student_discount,1,northeast,1,0
255,25,0.316,5.9,3,web,credit_card,ad-supported,0,west,0,0
256,23,0.084,4.0,3,smart_tv,apple_pay,student_discount,0,west,0,0
257,31,0.17,3.8,3,roku,credit_card,ad-supported,0,west,1,1
258,30,0.148,1.8,1,smart_tv,gift_card,premium,1,south,1,1
259,42,0.04,2.9,2,tablet,credit_card,ad-supported,0,west,0,0
260,35,0.103,2.5,3,web,apple_pay,student_discount,0,west,1,1
261,7,0.105,1.0,2,mobile,paypal,premium,0,midwest,1,1
262,16,0.228,10.5,4,mobile,paypal,premium,0,south,1,1
263,26,0.404,2.6,2,web,gift_card,ad-supported,0,south,1,0
264,2,0.185,1.3,3,mobile,gift_card,ad-supported,0,midwest,0,0
265,1,0.236,0.9,2,smart_tv,apple_pay,premium,1,northeast,0,0
266,12,0.236,4.7,3,roku,credit_card,ad-supported,0,south,1,1
267,5,0.256,9.9,3,web,apple_pay,student_discount,0,west,0,0
268,37,0.277,12.1,4,roku,apple_pay,student_discount,1,west,1,1
269,32,0.493,3.1,3,mobile,paypal,ad-supported,0,northeast,1,0
270,9,0.225,2.6,4,tablet,credit_card,premium,1,midwest,1,1
271,41,0.498,3.5,1,roku,paypal,ad-supported,1,midwest,1,0
272,35,0.271,3.5,3,tablet,paypal,premium,1,midwest,1,1
273,19,0.245,0.5,4,smart_tv,apple_pay,premium,1,west,0,0
274,16,0.707,2.3,4,tablet,paypal,student_discount,0,midwest,1,1
275,3,0.441,4.2,3,roku,gift_card,ad-supported,0,midwest,1,1
276,20,0.043,4.8,2,roku,gift_card,premium,0,west,0,0
277,24,0.338,5.1,4,web,paypal,premium,1,northeast,0,0
278,33,0.109,3.5,1,tablet,paypal,premium,1,west,1,1
279,24,0.279,1.3,2,smart_tv,credit_card,premium,0,midwest,1,1
280,11,0.123,3.0,2,web,gift_card,student_discount,0,northeast,1,1
281,8,0.311,7.7,3,web,credit_card,student_discount,1,midwest,1,0
282,36,0.581,4.4,4,smart_tv,paypal,student_discount,0,west,0,0
283,38,0.352,2.7,1,web,gift_card,student_discount,1,west,1,0
284,40,0.212,12.8,4,smart_tv,apple_pay,student_discount,1,northeast,1,1
285,20,0.191,3.6,1,mobile,apple_pay,ad-supported,0,midwest,1,1
286,35,0.529,3.0,4,web,paypal,ad-supported,0,midwest,1,0
287,25,0.344,5.4,3,roku,credit_card,student_discount,0,northeast,0,0
288,35,0.509,1.2,1,mobile,apple_pay,premium,0,south,1,1
289,25,0.389,2.6,3,web,apple_pay,premium,1,west,1,0
290,29,0.249,3.0,4,smart_tv,gift_card,ad-supported,0,west,1,1
291,18,0.326,0.7,1,mobile,credit_card,ad-supported,0,midwest,1,1
292,46,0.616,3.8,1,mobile,credit_card,ad-supported,0,west,1,0
293,18,0.264,4.8,4,roku,apple_pay,student_discount,0,northeast,1,1
294,2,0.182,2.2,3,web,paypal,premium,1,west,1,1
295,35,0.172,5.6,1,web,apple_pay,premium,1,northeast,1,1
296,16,0.397,7.0,1,smart_tv,credit_card,ad-supported,0,west,1,0
297,41,0.202,7.6,1,mobile,gift_card,ad-supported,1,south,1,1
298,36,0.229,1.3,4,roku,credit_card,ad-supported,0,midwest,1,1
299,33,0.463,3.7,2,smart_tv,gift_card,ad-supported,1,south,0,0
300,4,0.101,5.2,4,smart_tv,gift_card,student_discount,1,northeast,1,1
301,33,0.28,3.7,3,roku,gift_card,premium,1,midwest,0,0
302,14,0.491,6.6,2,web,credit_card,student_discount,1,west,1,0
303,21,0.316,4.0,1,roku,credit_card,premium,1,west,1,0
304,20,0.282,1.3,1,web,paypal,student_discount,0,south,1,1
305,8,0.377,6.7,2,tablet,apple_pay,premium,0,midwest,0,0
306,7,0.323,3.6,1,mobile,credit_card,student_discount,1,west,1,0
307,3,0.245,9.6,1,roku,gift_card,premium,0,northeast,1,1
308,17,0.051,1.3,4,smart_tv,credit_card,student_discount,0,south,0,0
309,33,0.389,3.7,4,web,credit_card,premium,1,west,1,0
310,12,0.091,9.1,3,mobile,apple_pay,ad-supported,0,northeast,1,1
311,22,0.407,4.0,1,mobile,credit_card,premium,0,northeast,1,0
312,22,0.049,5.8,3,roku,gift_card,premium,0,south,0,0
313,46,0.134,7.1,3,smart_tv,apple_pay,student_discount,0,south,1,1
314,30,0.311,3.5,2,roku,paypal,ad-supported,1,south,1,0
315,38,0.235,1.7,2,smart_tv,gift_card,student_discount,0,northeast,1,1
316,38,0.207,6.4,1,tablet,gift_card,premium,1,midwest,1,1
317,45,0.682,3.0,2,roku,credit_card,premium,1,midwest,1,0
318,8,0.413,0.5,3,web,paypal,premium,1,midwest,1,1
319,27,0.053,8.0,4,roku,apple_pay,premium,1,midwest,1,1
320,27,0.491,10.4,2,roku,paypal,student_discount,0,midwest,1,0
321,34,0.455,2.1,3,tablet,credit_card,ad-supported,0,midwest,1,1
322,21,0.361,3.4,2,tablet,paypal,premium,1,west,1,0
323,30,0.188,11.0,1,roku,gift_card,student_discount,0,west,1,1
324,33,0.396,9.2,2,smart_tv,gift_card,student_discount,1,south,1,0
325,28,0.284,5.2,4,tablet,paypal,student_discount,1,midwest,1,1
326,47,0.437,8.7,1,tablet,paypal,student_discount,1,west,0,0
327,33,0.142,2.9,2,smart_tv,gift_card,student_discount,1,northeast,1,1
328,5,0.175,1.0,4,mobile,paypal,premium,0,northeast,1,1
329,19,0.109,7.5,3,tablet,gift_card,premium,0,midwest,0,0
330,4,0.151,3.3,2,tablet,paypal,ad-supported,0,northeast,1,1
331,35,0.2,0.8,2,smart_tv,apple_pay,ad-supported,1,west,1,1
332,17,0.324,2.1,3,smart_tv,apple_pay,ad-supported,0,northeast,1,1
333,44,0.152,2.8,3,roku,credit_card,ad-supported,1,midwest,1,1
334,28,0.272,3.1,2,roku,gift_card,student_discount,0,south,1,1
335,30,0.485,1.9,4,mobile,apple_pay,student_discount,1,south,0,0
336,29,0.36,1.4,3,mobile,gift_card,student_discount,0,west,1,1
337,46,0.197,0.7,3,mobile,apple_pay,student_discount,0,west,1,1
338,6,0.016,0.6,4,web,credit_card,student_discount,1,west,1,1
339,35,0.28,3.3,2,smart_tv,gift_card,student_discount,0,west,1,1
340,41,0.186,4.1,1,tablet,apple_pay,student_discount,0,midwest,1,1
341,37,0.117,1.4,2,smart_tv,gift_card,student_discount,1,south,1,1
342,24,0.287,8.5,2,smart_tv,credit_card,ad-supported,0,south,1,1
343,29,0.452,2.4,1,mobile,credit_card,premium,0,midwest,0,0
344,46,0.172,3.1,2,smart_tv,apple_pay,ad-supported,1,northeast,1,1
345,31,0.42,2.9,2,web,paypal,student_discount,1,south,1,0
346,35,0.233,0.5,3,tablet,credit_card,student_discount,0,midwest,0,0
347,33,0.343,6.7,4,mobile,paypal,student_discount,1,northeast,1,0
348,21,0.48,5.1,2,roku,credit_card,premium,0,west,1,0
349,32,0.016,8.7,1,tablet,apple_pay,student_discount,0,south,1,1
350,23,0.352,8.3,1,roku,paypal,student_discount,0,midwest,1,0
351,33,0.658,4.7,3,roku,gift_card,ad-supported,0,south,1,0
352,3,0.538,5.4,2,smart_tv,credit_card,ad-supported,0,south,1,1
353,18,0.123,1.3,2,tablet,apple_pay,student_discount,1,midwest,1,1
354,25,0.316,2.4,2,web,gift_card,premium,0,west,1,1
355,42,0.718,2.9,2,smart_tv,paypal,premium,1,northeast,1,0
356,31,0.21,2.2,1,roku,apple_pay,ad-supported,0,midwest,1,1
357,3,0.48,8.2,1,tablet,gift_card,ad-supported,0,northeast,1,1
358,40,0.301,3.8,3,smart_tv,apple_pay,premium,0,midwest,1,0
359,46,0.22,1.7,2,tablet,paypal,ad-supported,1,midwest,1,1
360,24,0.478,7.8,1,mobile,gift_card,student_discount,1,south,1,0
361,32,0.477,3.9,2,web,credit_card,student_discount,1,northeast,0,0
362,47,0.13,6.5,4,web,credit_card,student_discount,1,northeast,1,1
363,22,0.53,1.3,4,web,apple_pay,student_discount,0,northeast,1,1
364,23,0.005,4.1,1,roku,credit_card,ad-supported,0,south,1,1
365,2,0.214,1.7,4,roku,paypal,student_discount,0,midwest,1,1
366,27,0.291,4.0,4,web,paypal,student_discount,0,south,1,1
367,42,0.211,5.1,1,tablet,gift_card,student_discount,1,midwest,1,1
368,2,0.28,1.2,3,mobile,gift_card,student_discount,0,midwest,1,1
369,26,0.184,3.2,4,roku,gift_card,premium,0,midwest,1,1
370,17,0.263,1.3,2,smart_tv,apple_pay,student_discount,0,midwest,1,1
371,40,0.42,6.7,4,smart_tv,apple_pay,ad-supported,0,west,1,0
372,33,0.278,3.5,3,roku,paypal,student_discount,1,midwest,1,1
373,9,0.624,1.7,3,web,paypal,premium,1,south,1,1
374,43,0.275,2.1,3,tablet,apple_pay,student_discount,0,northeast,1,1
375,39,0.231,2.4,3,mobile,gift_card,ad-supported,1,midwest,1,1
376,29,0.75,8.6,3,smart_tv,apple_pay,ad-supported,0,south,1,0
377,42,0.488,3.2,4,roku,gift_card,premium,0,south,1,0
378,26,0.386,6.0,4,tablet,paypal,ad-supported,1,south,1,0
379,35,0.068,3.3,4,web,gift_card,ad-supported,0,south,0,0
